Respondent_type,pid,research_type_qualitative,research_type_quant_experimental,research_type_quant_observational,research_type_quant_other,research_type_theoretical,year_complete_phd,Research type,Career stage,publicly_posting_what_percentage_subfield,publicly_posting_distribution_of_opinion_subfield_1,publicly_posting_distribution_of_opinion_subfield_2,publicly_posting_distribution_of_opinion_subfield_3,publicly_posting_distribution_of_opinion_subfield_4,publicly_posting_distribution_of_opinion_subfield_5,analysis_pre_registration_what_percentage_subfield,analysis_pre_registration_distribution_of_opinion_subfield_1,analysis_pre_registration_distribution_of_opinion_subfield_2,analysis_pre_registration_distribution_of_opinion_subfield_3,analysis_pre_registration_distribution_of_opinion_subfield_4,analysis_pre_registration_distribution_of_opinion_subfield_5,econ_subfield,psych_subfield,polisci_subfield,socio_subfield,analysis_pre_registration_descriptive_subfield_norm,analysis_pre_registration_prescriptive_subfield_norm,publicly_posting_descriptive_subfield_norm,publicly_posting_prescriptive_subfield_norm,descriptive_subfield_norm_across_practices,prescriptive_subfield_norm_across_practices,subfield_norms,subfield,Discipline,publicly_posting_approximately_when_was,posting_study_instruments_approximately_when_was,analysis_pre_registration_approximately_when_was,publicly_posting_approximately_how_many,posting_study_instruments_approximately_how_many,analysis_pre_registration_approximately_how_many,publicly_posting_think_about_last,posting_study_instruments_think_about_last,analysis_pre_registration_think_about_last,publicly_posting_have_you_ever,posting_study_instruments_have_you_ever,analysis_pre_registration_have_you_ever,has_done_posting_study_instruments,has_done_publicly_posting,has_done_analysis_pre_registration,has_done_any_practice_ever,has_done_posting_study_instruments_last_paper,has_done_publicly_posting_last_paper,has_done_analysis_pre_registration_last_paper,has_done_any_practice_ever_last_paper,publicly_posting_distribution_of_opinion_discipline_1,publicly_posting_distribution_of_opinion_discipline_2,publicly_posting_distribution_of_opinion_discipline_3,publicly_posting_distribution_of_opinion_discipline_4,publicly_posting_distribution_of_opinion_discipline_5,analysis_pre_registration_distribution_of_opinion_discipline_1,analysis_pre_registration_distribution_of_opinion_discipline_2,analysis_pre_registration_distribution_of_opinion_discipline_3,analysis_pre_registration_distribution_of_opinion_discipline_4,analysis_pre_registration_distribution_of_opinion_discipline_5,publicly_posting_what_is_your_opinion,publicly_posting_what_percentage_discipline,analysis_pre_registration_what_is_your_opinion,analysis_pre_registration_what_percentage_discipline,posting_study_instruments_what_is_your_opinion,personal_support_open_science,awareness_across_practices,attitude_across_practices,behavior_across_practices,trustworthiness_when_researchers_run_canonical,trustworthiness_how_confident_are,trustworthiness_when_researchers_run_recent,trustworthiness_think_about_table,norms,overall_open_science,trustworthiness_of_literature,descriptive_norm_across_practices,prescriptive_norm_across_practices,publicly_posting_practice_index,posting_study_instruments_practice_index,analysis_pre_registration_practice_index,manipulation_check_nudge,post_treatment_behavioral_intentions_and_attitudes,post_treatment_pre_registration_norms,post_treatment_research_transparency_behavioral_intentions_and_attitudes,post_treatment_research_transparency_norms,publicly_posting_attitude,publicly_posting_awareness,publicly_posting_behavior,publicly_posting_descriptive_norm,publicly_posting_prescriptive_norm,posting_study_instruments_attitude,posting_study_instruments_awareness,posting_study_instruments_behavior,analysis_pre_registration_attitude,analysis_pre_registration_awareness,analysis_pre_registration_behavior,analysis_pre_registration_descriptive_norm,analysis_pre_registration_prescriptive_norm,.dummy,"Overall personal
support",Awareness,Attitude,Behavior,"Personal support
(no norms)",Norms,"Overall
(includes norms)","Trustworthiness of
literature",Canonical research,Influential research,Recent research,"Latest issue of
 discipline's top journals"
grad-25,8889,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,10,0,3,6,41,50,1,3,15,38,35,9,Culture,Culture,Culture,Culture,0.015,0.58,0.15000000000000002,0.845,0.08250000000000002,0.7124999999999999,0.39749999999999996,Culture,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,14,30,53,3,12,28,39,18,5,20,5,2,5,0.6555555555555556,1,0.9666666666666667,0,2,2,2,2,0.40375,0.468443287037037,0.25,0.08250000000000002,0.725,0.5573611111111111,0.5,0.34796875,0.625,0.45,1,0.72,1,1,1,0,0.15000000000000002,0.83875,1,1,0,0.9,1,0,0.015,0.61125,1,0.6555555555555556,1,0.9666666666666667,0,0.6555555555555556,0.40375,0.468443287037037,0.25,2,2,2,2
grad-25,17166,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,21,15,20,31,20,14,23,6,13,28,33,20,Clinical Psychology,Clinical Psychology,Clinical Psychology,Clinical Psychology,0.305,0.62,0.22999999999999998,0.495,0.26749999999999996,0.5575,0.4125,Clinical Psychology,Psychology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,14,32,26,15,8,8,26,35,23,5,25,4,38,4,0.6666666666666666,1,0.8333333333333334,0.16666666666666666,2,4,4,4,0.4209375,0.4488599537037037,0.625,0.26749999999999996,0.5743750000000001,0.4736111111111111,0.35,0.52296875,0.625,0.7933333333333333,0.75,0.718,0.875,1,1,0,0.22999999999999998,0.5175000000000001,0.7,1,0,0.8,0,0.5,0.305,0.63125,1,0.6666666666666666,1,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.4209375,0.4488599537037037,0.625,2,4,4,4
grad-25,2001,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,PhD Student,14,27,14,22,18,19,14,23,18,20,22,17,Culture,Culture,Culture,Culture,0.165,0.48,0.12000000000000001,0.47,0.14250000000000002,0.475,0.30874999999999997,Culture,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,12,25,15,15,24,14,21,22,19,4,10,3,19,4,0.5777777777777778,1,0.7333333333333334,0,4,4,4,4,0.3040625,0.3695023148148148,0.75,0.14250000000000002,0.46562499999999996,0.38569444444444445,0.4,0.3228125,0.375,0.1,0.5,0.38,0.75,0.8,1,0,0.12000000000000001,0.44375,0.8,1,0,0.6,0,0,0.165,0.4875,1,0.5777777777777778,1,0.7333333333333334,0,0.5777777777777778,0.3040625,0.3695023148148148,0.75,4,4,4,4
faculty-75,12357,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Quantitative non-experimental,Published Author,20,2,5,20,40,33,2,1,3,65,26,5,International Economics,International Economics,International Economics,International Economics,0.035,0.5775,0.2,0.7425,0.11750000000000001,0.66,0.38875000000000004,International Economics,Economics,2014,2013,NA,7,4,0,1,1,NA,1,1,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,5,10,20,42,23,5,10,55,20,10,5,20,4,5,5,0.8666666666666667,1,0.9333333333333333,0.6666666666666666,5,5,5,5,0.37625000000000003,0.6539409722222222,1,0.11750000000000001,0.635,0.6354166666666667,1,0.32640625,0.5,0.3433333333333333,0.75,0.726,1,1,1,1,0.2,0.70625,1,1,1,0.8,0,0,0.035,0.56375,1,0.8666666666666667,1,0.9333333333333333,0.6666666666666666,0.8666666666666667,0.37625000000000003,0.6539409722222222,1,5,5,5,5
faculty-75,4682,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,Published Author,30,5,5,25,35,30,10,0,10,65,15,10,Inequality,Inequality,Inequality,Inequality,0.1,0.5625,0.3,0.7,0.2,0.63125,0.415625,Inequality,Sociology,2018,2016,NA,1,0,0,0,0,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,30,30,30,0,10,70,10,10,5,30,3,10,5,0.6925925925925926,1,0.8,0.2777777777777778,3,4,4,4,0.4125,0.545997299382716,0.6875,0.2,0.625,0.5793981481481482,0.75,0.30859375,0.375,0.2,0.5,0.58,0.875,0.9,1,0.3333333333333333,0.3,0.69375,1,1,0.5,0.5,1,0,0.1,0.55625,1,0.6925925925925926,1,0.8,0.2777777777777778,0.6925925925925926,0.4125,0.545997299382716,0.6875,3,4,4,4
grad-25,17250,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,95,5,0,0,0,95,30,0,0,30,30,40,American Politics,American Politics,American Politics,American Politics,0.25,0.7749999999999999,0.875,0.95,0.5625,0.8624999999999999,0.7124999999999999,American Politics,Political Science,2018,NA,NA,1,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,15,0,0,0,85,0,0,34,33,33,5,80,3,20,5,0.8333333333333334,1,0.8333333333333334,0.6666666666666666,1,3,5,5,0.6965625,0.7215451388888889,0.625,0.5625,0.830625,0.9166666666666666,0.75,0.49796875,0.375,0.62,1,0.772,0.875,1,1,1,0.875,0.9,1,1,0.5,0.5,1,0.5,0.25,0.76125,1,0.8333333333333334,1,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6965625,0.7215451388888889,0.625,1,3,5,5
grad-25,32703,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,60,0,0,0,40,60,9,0,100,0,0,0,Finance,Finance,Finance,Finance,0.1,0.25,0.44999999999999996,0.8999999999999999,0.27499999999999997,0.575,0.42499999999999993,Finance,Economics,2018,NA,NA,1,0,0,NA,NA,NA,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10,0,40,50,0,100,0,0,0,5,30,5,11,5,0.8888888888888888,1,1,0.6666666666666666,4,4,4,4,0.4156249999999999,0.6080555555555556,0.75,0.27499999999999997,0.5562499999999999,0.7541666666666667,0.75,0.32,0.75,0.8333333333333334,0.75,1,1,1,1,1,0.44999999999999996,0.8624999999999999,1,0,0.5,1,0,0.5,0.1,0.25,1,0.8888888888888888,1,1,0.6666666666666666,0.8888888888888888,0.4156249999999999,0.6080555555555556,0.75,4,4,4,4
grad-25,18614,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,56,30,16,12,14,28,71,12,15,22,25,26,Econometrics,Econometrics,Econometrics,Econometrics,0.725,0.595,0.555,0.485,0.64,0.54,0.5900000000000001,Econometrics,Economics,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,17,16,13,27,8,12,19,26,35,5,55,5,74,5,0.8222222222222222,1,0.9666666666666667,0.5,3,2,4,4,0.6000000000000001,0.6743865740740741,0.5625,0.64,0.56,0.6247222222222222,0.7,0.6984375,0.625,0.8666666666666667,1,0.888,1,1,1,0.5,0.555,0.4875,0.9,1,0.5,1,0,0.5,0.725,0.6325000000000001,1,0.8222222222222222,1,0.9666666666666667,0.5,0.8222222222222222,0.6000000000000001,0.6743865740740741,0.5625,3,2,4,4
grad-25,3653,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,25,26,20,20,18,16,20,40,29,13,10,8,Clinical Psychology,Clinical Psychology,Clinical Psychology,Clinical Psychology,0.20500000000000002,0.2925,0.315,0.44499999999999995,0.26,0.36874999999999997,0.31437499999999996,Clinical Psychology,Psychology,2015,2015,2016,3,3,1,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,16,16,22,25,37,27,17,11,8,5,38,5,21,5,0.9888888888888889,1,0.9666666666666667,1,2,3,2,2,0.3284375,0.6667650462962963,0.3125,0.26,0.396875,0.6088888888888889,0.95,0.44140625,0.5,0.9666666666666667,0.75,0.9,0.5,1,1,1,0.315,0.49,0.9,1,1,1,1,1,0.20500000000000002,0.30374999999999996,1,0.9888888888888889,1,0.9666666666666667,1,0.9888888888888889,0.3284375,0.6667650462962963,0.3125,2,3,2,2
grad-25,24357,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,50,12,12,3,31,42,93,12,12,9,31,36,Development Economics,Development Economics,Development Economics,Development Economics,0.525,0.6675,0.35,0.6975,0.4375,0.6825,0.56,Development Economics,Economics,NA,NA,2018,0,0,2,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,25,15,7,23,30,18,24,16,21,21,5,20,5,12,5,0.7777777777777778,1,1,0.3333333333333333,3,3,4,4,0.5209375,0.5486226851851852,0.625,0.4375,0.604375,0.5293055555555556,0.5,0.6165625,0.125,1,1,0.72,0.875,1,1,0,0.35,0.6212500000000001,1,1,0,1,1,1,0.525,0.5874999999999999,1,0.7777777777777778,1,1,0.3333333333333333,0.7777777777777778,0.5209375,0.5486226851851852,0.625,3,3,4,4
grad-25,5204,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,51,18,20,25,21,16,30,18,21,25,22,14,Organizational,Organizational,Organizational,Organizational,0.3,0.48250000000000004,0.51,0.49250000000000005,0.405,0.48750000000000004,0.44625000000000004,Organizational,Sociology,NA,NA,NA,NA,0,0,NA,NA,NA,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,24,26,22,11,15,25,25,24,11,3,30,3,30,3,0.19999999999999998,0,0.6,0,4,4,4,4,0.4421875,0.3680357142857143,0.75,0.405,0.479375,0.43660714285714286,0.3,0.3675,0.5,0.25,0.75,0.375,0.75,0.6,0,NA,0.51,0.47875,0.6,1,0,0.6,0,0,0.3,0.48000000000000004,1,0.19999999999999998,0,0.6,0,0.19999999999999998,0.4421875,0.3680357142857143,0.75,4,4,4,4
faculty-75,29625,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Qualitative or Theoretical,Published Author,9,58,21,13,5,3,0,9,10,65,11,5,Theory,Theory,Theory,Theory,0.36,0.48250000000000004,0.40499999999999997,0.185,0.38249999999999995,0.33375,0.35812499999999997,Theory,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,11,11,52,22,0,8,16,60,16,4,72,4,72,4,0.6,1,0.8,0,4,3,4,4,0.44999999999999996,0.47328125,0.6875,0.38249999999999995,0.5175,0.51625,0.4,0.50359375,0.75,0.4166666666666667,1,0.3,0.875,0.8,1,0,0.40499999999999997,0.43875,0.8,1,0,0.8,0,0,0.36,0.59625,1,0.6,1,0.8,0,0.6,0.44999999999999996,0.47328125,0.6875,4,3,4,4
grad-25,26826,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,PhD Student,60,30,15,5,20,30,0,20,20,20,20,20,NA,NA,NA,NA,0.05,0.5,0.6,0.5125,0.325,0.50625,0.415625,NA,Economics,NA,NA,NA,0,0,0,NA,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,15,5,20,40,20,15,15,25,25,5,60,5,10,5,0.6666666666666666,1,1,0,3,3,4,3,0.43437499999999996,0.4855324074074074,0.5625,0.325,0.54375,0.6097222222222222,0.5,0.346875,1,0.6833333333333333,1,0.91,0.875,1,1,0,0.6,0.5625,1,NA,0,1,NA,0,0.05,0.525,1,0.6666666666666666,1,1,0,0.6666666666666666,0.43437499999999996,0.4855324074074074,0.5625,3,3,4,3
grad-25,25515,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,35,0,5,5,50,40,38,0,5,5,50,40,Cognitive Psychology,Cognitive Psychology,Cognitive Psychology,Cognitive Psychology,0.365,0.8125,0.32499999999999996,0.8125,0.345,0.8125,0.57875,Cognitive Psychology,Psychology,2019,2019,2018,5,5,10,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,10,15,40,30,0,10,20,35,35,4,30,4,35,4,0.9444444444444444,1,0.8333333333333334,1,4,4,4,4,0.5553125,0.7564583333333333,0.75,0.345,0.765625,0.66875,0.95,0.650625,0.5,0.8833333333333333,1,0.9,0.875,0.8,1,1,0.32499999999999996,0.75625,0.9,1,1,0.8,1,1,0.365,0.775,1,0.9444444444444444,1,0.8333333333333334,1,0.9444444444444444,0.5553125,0.7564583333333333,0.75,4,4,4,4
grad-25,26464,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,35,5,5,40,20,30,10,15,10,30,25,20,Demography,Demography,Demography,Demography,0.07500000000000001,0.5625,0.3,0.6625,0.1875,0.6125,0.4,Demography,Sociology,2019,2012,NA,1,0,0,0,1,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,10,50,15,20,15,20,30,20,15,5,25,3,5,3,0.6185185185185185,1,0.6333333333333333,0.2222222222222222,3,4,4,4,0.3828125,0.3748939043209876,0.6875,0.1875,0.578125,0.5879629629629629,0.25,0.28671875,0.5,0.26666666666666666,0.5,0.59,0.75,0.9,1,0.6666666666666666,0.3,0.625,0.5,1,0,0.5,1,0,0.07500000000000001,0.53125,1,0.6185185185185185,1,0.6333333333333333,0.2222222222222222,0.6185185185185185,0.3828125,0.3748939043209876,0.6875,3,4,4,4
faculty-75,13961,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Experimental,Published Author,45,16,10,15,25,34,30,28,19,13,14,26,Comparative Politics,Comparative Politics,Comparative Politics,Comparative Politics,0.32499999999999996,0.47750000000000004,0.61,0.6275,0.46749999999999997,0.5525,0.51,Comparative Politics,Political Science,2008,2014,NA,8,2,0,1,1,NA,1,0,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,11,9,11,20,49,23,6,44,1,26,5,77,3,35,5,0.8444444444444444,1,0.8666666666666667,0.6666666666666666,4,4,5,5,0.524375,0.708287037037037,0.875,0.46749999999999997,0.58125,0.7786111111111111,0.95,0.39625,0.625,0.6666666666666666,0.75,0.844,1,1,1,1,0.61,0.6725,0.9,0,1,0.7,1,0,0.32499999999999996,0.49,1,0.8444444444444444,1,0.8666666666666667,0.6666666666666666,0.8444444444444444,0.524375,0.708287037037037,0.875,4,4,5,5
grad-25,8,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,11,2,7,20,31,40,8,0,0,0,0,100,Personality Psychology,Personality Psychology,Personality Psychology,Personality Psychology,0.07500000000000001,1,0.10500000000000001,0.75,0.09000000000000001,0.875,0.4825,Personality Psychology,Psychology,2017,2018,NA,0,1,0,0,1,NA,1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,8,10,13,25,44,0,0,0,0,100,5,10,5,7,5,0.7777777777777778,1,1,0.3333333333333333,2,2,2,2,0.4784375,0.67625,0.25,0.09000000000000001,0.8668750000000001,0.50125,1,0.5275,0,0.6666666666666666,0,0.8725,1,1,1,0,0.10500000000000001,0.73375,1,1,1,1,1,0,0.07500000000000001,1,1,0.7777777777777778,1,1,0.3333333333333333,0.7777777777777778,0.4784375,0.67625,0.25,2,2,2,2
grad-25,25647,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,25,10,15,30,30,15,7,20,30,30,15,5,Neuroscience,Neuroscience,Neuroscience,Neuroscience,0.11,0.38749999999999996,0.2,0.5625,0.155,0.475,0.315,Neuroscience,Psychology,2018,NA,2017,2,0,3,1,NA,0,1,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,15,20,35,20,10,20,35,25,15,5,5,15,5,15,4,0.7555555555555555,1,0.9333333333333333,0.3333333333333333,2,2,3,3,0.3025,0.4287364969135803,0.375,0.155,0.45,0.5303240740740741,0.4,0.3558854166666667,0.75,0.7833333333333333,1,0.74,0.75,1,1,0.6666666666666666,0.2,0.51875,0.8,1,0,1,1,0.3333333333333333,0.11,0.38125,1,0.7555555555555555,1,0.9333333333333333,0.3333333333333333,0.7555555555555555,0.3025,0.4287364969135803,0.375,2,2,3,3
grad-25,33557,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,40,4,32,13,15,36,25,5,15,30,30,20,Comparative Politics,Comparative Politics,Comparative Politics,Comparative Politics,0.275,0.6125,0.4,0.6175,0.3375,0.615,0.47625,Comparative Politics,Political Science,2017,NA,NA,4,0,0,0,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,17,24,30,26,3,25,45,25,2,5,40,4,30,5,0.8296296296296296,1,0.9333333333333333,0.5555555555555556,4,3,5,5,0.4653125,0.622289737654321,0.8125,0.3375,0.593125,0.640462962962963,0.75,0.47640625000000003,0.875,0.65,0.75,0.89,0.875,1,1,0.6666666666666666,0.4,0.6325000000000001,1,1,0.5,0.8,1,0.5,0.275,0.55375,1,0.8296296296296296,1,0.9333333333333333,0.5555555555555556,0.8296296296296296,0.4653125,0.622289737654321,0.8125,4,3,5,5
grad-25,17966,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,PhD Student,5,7,17,39,27,10,0,7,20,32,26,15,Theory,Theory,Theory,Theory,0.09,0.555,0.145,0.54,0.1175,0.5475000000000001,0.3325,Theory,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,29,32,23,5,15,27,30,20,8,5,24,4,18,5,0.6444444444444445,1,0.9333333333333333,0,2,4,4,4,0.30843750000000003,0.4266377314814815,0.625,0.1175,0.499375,0.4469444444444444,0.5,0.33296875000000004,0.625,0.8133333333333334,0.75,0.848,0.5,1,1,0,0.145,0.4975,1,0,0,0.8,0,0,0.09,0.50125,1,0.6444444444444445,1,0.9333333333333333,0,0.6444444444444445,0.30843750000000003,0.4266377314814815,0.625,2,4,4,4
grad-25,6090,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,25,5,12,24,39,20,10,10,27,40,18,5,Demography,Demography,Demography,Demography,0.07500000000000001,0.4525,0.225,0.6425,0.15000000000000002,0.5475,0.34875,Demography,Sociology,2019,NA,NA,1,0,0,1,NA,NA,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,7,13,25,35,20,20,25,40,12,3,4,20,2,5,3,0.6666666666666666,1,0.6666666666666666,0.3333333333333333,3,4,4,4,0.33718750000000003,0.395474537037037,0.6875,0.15000000000000002,0.524375,0.6048611111111111,0.35,0.2315625,0.875,0.1,0.5,0.55,0.75,0.9,1,1,0.225,0.63125,0.7,1,0,0.4,0,0,0.07500000000000001,0.4175,1,0.6666666666666666,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.33718750000000003,0.395474537037037,0.6875,3,4,4,4
grad-25,20993,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,10,25,20,32,13,10,12,11,11,20,26,32,Clinical Psychology,Clinical Psychology,Clinical Psychology,Clinical Psychology,0.135,0.6425,0.16999999999999998,0.4075,0.1525,0.5249999999999999,0.33874999999999994,Clinical Psychology,Psychology,2018,NA,NA,3,0,0,1,NA,NA,1,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,10,21,31,21,17,14,21,25,25,15,5,24,5,15,4,0.7185185185185186,1,0.9333333333333333,0.2222222222222222,2,2,2,2,0.33875,0.43745177469135804,0.25,0.1525,0.525,0.517824074074074,0.4,0.39453125,0.75,0.76,1,0.716,0.875,1,1,0.6666666666666666,0.16999999999999998,0.47125,0.8,0,0,1,1,0,0.135,0.57875,1,0.7185185185185186,1,0.9333333333333333,0.2222222222222222,0.7185185185185186,0.33875,0.43745177469135804,0.25,2,2,2,2
grad-25,28927,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,80,0,0,0,15,85,9,7,16,50,22,5,NA,NA,NA,NA,0.12,0.505,0.47500000000000003,0.9624999999999999,0.2975,0.7337499999999999,0.515625,NA,Sociology,2016,2014,2018,15,3,2,1,1,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,5,7,12,25,51,2,9,47,28,14,5,15,3,15,5,0.9296296296296296,1,0.9,0.8888888888888888,4,3,3,3,0.5049999999999999,0.7244386574074074,0.5625,0.2975,0.7124999999999999,0.7451388888888889,1,0.4281770833333333,0.5,0.5166666666666666,0.75,0.86,1,1,1,1,0.47500000000000003,0.8687499999999999,1,1,1,0.7,1,0.6666666666666666,0.12,0.55625,1,0.9296296296296296,1,0.9,0.8888888888888888,0.9296296296296296,0.5049999999999999,0.7244386574074074,0.5625,4,3,3,3
grad-25,19852,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,40,5,12,18,39,26,35,25,12,23,25,15,Cognitive Psychology,Cognitive Psychology,Cognitive Psychology,Cognitive Psychology,0.32499999999999996,0.48250000000000004,0.325,0.6725,0.32499999999999996,0.5775,0.45125,Cognitive Psychology,Psychology,2017,2017,NA,4,2,0,1,0,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,10,20,20,34,16,0,0,0,0,0,5,25,5,30,5,0.8518518518518519,1,1,0.5555555555555556,5,3,2,4,0.43781249999999994,0.629781746031746,0.625,0.32499999999999996,0.5506249999999999,0.6395833333333333,0.8333333333333333,0.4164285714285714,1,0.6799999999999999,1,0.8180000000000001,1,1,1,1,0.325,0.6187499999999999,1,1,0.6666666666666666,1,1,0,0.32499999999999996,0.48250000000000004,1,0.8518518518518519,1,1,0.5555555555555556,0.8518518518518519,0.43781249999999994,0.629781746031746,0.625,5,3,2,4
grad-25,28115,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,PhD Student,52,15,15,40,15,15,52,0,0,0,0,0,Political Economy,Political Economy,Political Economy,Political Economy,0.565,NA,0.52,0.5,0.5425,0.5,0.52125,Political Economy,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,15,40,15,15,15,15,40,15,15,3,52,3,61,3,0.5333333333333333,1,0.6,0,4,4,4,4,0.52125,0.43164021164021166,0.75,0.5425,0.5,0.5177777777777778,0.3,0.47714285714285715,0.5,0.52,0.5,0.596,0.5,0.6,1,0,0.52,0.5,0.6,0,0,0.6,0,0,0.565,0.5,1,0.5333333333333333,1,0.6,0,0.5333333333333333,0.52125,0.43164021164021166,0.75,4,4,4,4
grad-25,30030,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,70,0,19,37,29,15,8,13,15,45,23,4,International Relations,International Relations,International Relations,International Relations,0.14,0.475,0.6499999999999999,0.6,0.39499999999999996,0.5375,0.46624999999999994,International Relations,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,13,34,36,17,2,27,41,21,9,5,60,5,20,5,0.8222222222222222,1,0.9666666666666667,0.5,3,2,3,4,0.4771875,0.6225115740740741,0.5,0.39499999999999996,0.559375,0.6959722222222222,0.75,0.4215625,0.75,0.5833333333333334,1,0.882,0.875,1,1,0.5,0.6499999999999999,0.62125,1,1,0.5,0.9,1,0.5,0.14,0.4975,1,0.8222222222222222,1,0.9666666666666667,0.5,0.8222222222222222,0.4771875,0.6225115740740741,0.5,3,2,3,4
